"","title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"1633","Santa Banta Pvt Ltd","MOVIE",2016,"",112,"['comedy', 'action', 'crime', 'drama']","['IN']",2.7,283,2.241,3.8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1634","Jada","MOVIE",2016,"PG-13",16,"['drama', 'sport']","['US']",5.4,159,0.886,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1636","Dieter Nuhr: Nuhr in Berlin","MOVIE",2016,"",68,"['comedy', 'european']","['DE']",4.7,70,1.004,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1638","Niyazi Gül Dörtnala","MOVIE",2015,"PG",106,"['comedy', 'drama', 'action']","['TR']",4.5,3170,2.395,4.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1639","Sila Samayangalil","MOVIE",2016,"",101,"['drama']","['IN']",5.8,32,2.974,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1641","Love Is a Story","MOVIE",2015,"",107,"['romance', 'european', 'comedy']","['RO']",6,365,1.654,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1642","Husband Factor","MOVIE",2015,"PG-13",108,"['comedy', 'romance', 'drama', 'fantasy']","['TR']",6.2,5092,4.497,5.8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"1643","Husband Factor: Resurrection","MOVIE",2016,"PG",108,"['comedy', 'family', 'romance', 'drama', 'fantasy']","['TR']",5.3,310,2.76,6.1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"1645","The Super Parental Guardians","MOVIE",2016,"",115,"['comedy']","['PH']",4.4,208,1.339,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1647","Sam Kinison: The Scream Continues","MOVIE",2016,"",29,"['documentation']","['US']",6.1,39,0.632,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648","Gang of the Caribbean","MOVIE",2016,"",90,"['thriller', 'european']","['FR']",5.1,299,3.637,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1649","Kiss of Life","MOVIE",2015,"G",102,"['romance', 'comedy', 'drama']","['TR']",5.9,1248,1.511,4.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1650","Souk Bazaar","MOVIE",2015,"PG",97,"['comedy']","['TR']",5.2,1900,1.672,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1651","Everything About Her","MOVIE",2016,"",126,"['drama', 'comedy']","['PH']",7.2,332,2.11,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1654","Road To High & Low","MOVIE",2016,"",95,"['action', 'drama']","['JP']",6.6,185,4.102,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1656","The Arbitration","MOVIE",2016,"",100,"['drama', 'comedy']","['NG']",5,124,1.811,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1657","The Last Egg","MOVIE",2016,"",95,"['comedy', 'romance', 'drama']","['VN']",4.8,101,1.02,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1658","Jandino: Whatever it Takes","MOVIE",2016,"",94,"['comedy']","['NL', 'GB']",4.5,30,1.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1659","Gbomo Gbomo Express","MOVIE",2015,"",96,"['drama', 'crime']","['NG']",5,50,0.714,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1660","Janoskians: Untold and Untrue","MOVIE",2015,"",88,"['comedy']","['US']",3.7,161,1.889,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1662","Crazy Beautiful You","MOVIE",2015,"",115,"['drama', 'romance', 'comedy']","['PH']",7,853,2.393,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1665","Snervous Tyler Oakley","MOVIE",2015,"PG-13",82,"['documentation']","['US']",5.4,473,2.707,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666","Sommore: The Reign Continues","MOVIE",2015,"R",92,"['comedy']","['US']",7,79,0.956,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1667","Hajwala: The Missing Engine","MOVIE",2016,"R",96,"['drama', 'action', 'crime', 'sport', 'thriller']","['AE']",2,255,1.389,6.2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"1668","Just the Way You Are","MOVIE",2015,"",107,"['comedy', 'drama', 'romance']","['PH']",6.3,511,2.177,7.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1669","Dedemin Fişi","MOVIE",2016,"PG",100,"['comedy', 'family']","['TR']",5.5,3524,3.847,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1670","The Unmarried Wife","MOVIE",2016,"",130,"['drama', 'romance']","['PH']",5.9,189,1.812,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1672","My Stupid Boss","MOVIE",2016,"",106,"['comedy', 'drama']","['ID']",7.1,1536,2.471,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1673","The Third Party","MOVIE",2016,"",118,"['comedy', 'romance']","['PH']",6.1,275,2.802,5.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1674","Ojukokoro (Greed)","MOVIE",2016,"",112,"['thriller', 'comedy', 'crime']","['NG']",6.6,63,0.954,5.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1676","Time Out","MOVIE",2015,"",98,"['drama', 'animation', 'family', 'music']","['IN']",6,414,1.167,7.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"1679","Leave No Trace","MOVIE",2018,"PG",109,"['drama']","['CA', 'US']",7.1,58727,14.795,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1681","Blade Runner 2049","MOVIE",2017,"R",164,"['scifi', 'action', 'drama', 'thriller']","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",8,549712,67.788,7.5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"1683","12 Strong","MOVIE",2018,"R",131,"['drama', 'action', 'war', 'history']","['US']",6.5,79980,67.199,6.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1684","It","MOVIE",2017,"R",135,"['horror', 'fantasy', 'thriller']","['US']",7.3,527626,95.827,7.234,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1688","Wind River","MOVIE",2017,"R",107,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",7.7,244463,26.743,7.427,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"1689","Sorry to Bother You","MOVIE",2018,"R",111,"['scifi', 'fantasy', 'comedy', 'drama']","['US']",6.9,77407,10.334,6.8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1690","Dunkirk","MOVIE",2017,"PG-13",107,"['drama', 'war', 'action', 'thriller', 'history', 'european']","['FR', 'NL', 'GB', 'US']",7.8,619645,36.684,7.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
"1692","Vice","MOVIE",2018,"R",132,"['comedy', 'drama', 'documentation']","['US']",7.2,139439,16.962,7.059,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","Phantom Thread","MOVIE",2017,"R",130,"['drama', 'romance']","['US', 'GB']",7.4,130006,14.833,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1698","Molly's Game","MOVIE",2017,"R",140,"['drama', 'crime', 'sport']","['CN', 'CA', 'US']",7.4,167955,25.929,7.147,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1699","Den of Thieves","MOVIE",2018,"R",140,"['thriller', 'crime', 'drama', 'action']","['US']",7,110108,47.326,6.7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1708","CHiPS","MOVIE",2017,"R",100,"['action', 'comedy', 'crime']","['US']",6,46783,34.887,6.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","The Ballad of Buster Scruggs","MOVIE",2018,"R",132,"['western', 'comedy', 'drama', 'romance']","['US']",7.3,144294,32.555,7.145,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1714","Darkest Hour","MOVIE",2017,"PG-13",125,"['drama', 'history', 'war', 'thriller', 'family']","['GB']",7.4,193208,21.927,7.351,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"1716","Won't You Be My Neighbor?","MOVIE",2018,"PG-13",95,"['documentation']","['US']",8.4,25061,8.47,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723","The Ritual","MOVIE",2017,"R",94,"['thriller', 'horror']","['CA', 'GB']",6.3,95551,24.321,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1725","Okja","MOVIE",2017,"PG-13",122,"['scifi', 'fantasy', 'action', 'drama']","['KR', 'US']",7.3,116305,25.911,7.415,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"1729","Final Score","MOVIE",2018,"R",104,"['action', 'drama', 'thriller']","['GB', 'US']",5.7,11967,17.411,6.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1732","Rumble: The Indians Who Rocked the World","MOVIE",2017,"",103,"['music', 'documentation']","['CA']",7.7,830,1.771,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1733","The Nightingale","MOVIE",2018,"R",136,"['thriller', 'drama', 'horror']","['AU']",7.3,29758,25.696,7.2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1737","Forgotten","MOVIE",2017,"",109,"['thriller', 'horror', 'scifi']","['KR']",7.4,31208,33.53,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1738","Backtrace","MOVIE",2018,"R",92,"['crime', 'action', 'drama', 'thriller']","['CA', 'US']",3.8,4453,19.984,5.4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1743","Set It Up","MOVIE",2018,"R",105,"['romance', 'comedy']","['US']",6.5,51861,18.364,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1744","Crooked House","MOVIE",2017,"PG-13",115,"['drama', 'thriller', 'crime']","['GB']",6.3,24033,10.188,6.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1745","The Cloverfield Paradox","MOVIE",2018,"PG-13",102,"['horror', 'thriller', 'scifi', 'drama', 'action']","['US']",5.5,104068,21.122,5.6,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"1746","What Happened to Monday","MOVIE",2017,"R",123,"['scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy']","['FR', 'RO', 'GB', 'BE', 'DE']",6.8,121772,60.669,7.2,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"1748","Gerald's Game","MOVIE",2017,"",104,"['horror', 'thriller', 'drama']","['US']",6.5,106451,21.014,6.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1749","Roma","MOVIE",2018,"R",135,"['drama', 'european']","['US', 'MX']",7.7,155787,12.745,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1750","Adrift","MOVIE",2018,"PG-13",96,"['action', 'thriller', 'romance', 'drama', 'european']","['HK', 'IS', 'US']",6.6,55597,17.991,6.9,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"1751","The Beguiled","MOVIE",2017,"R",93,"['drama', 'documentation', 'thriller', 'war']","['US']",6.8,21,26.24,5.9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1754","Ghostland","MOVIE",2018,"R",91,"['thriller', 'horror', 'drama', 'european']","['CA', 'FR']",6.4,31379,34.263,7.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1757","The Bad Batch","MOVIE",2017,"R",119,"['drama', 'horror', 'scifi', 'romance', 'action']","['US']",5.2,31275,18.249,5.3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"1759","Tully","MOVIE",2018,"R",96,"['comedy', 'drama']","['CA', 'US']",7,57576,13.592,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1761","The Guernsey Literary & Potato Peel Pie Society","MOVIE",2018,"",124,"['drama', 'history', 'romance', 'war']","['GB', 'US', 'FR']",7.3,45626,12.645,7.5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"1763","The Foreigner","MOVIE",2017,"R",113,"['action', 'thriller', 'crime', 'drama', 'european']","['IN', 'CN', 'US', 'GB']",7,113338,32.05,6.8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1764","Can't Stop, Won't Stop: A Bad Boy Story","MOVIE",2017,"R",80,"['music', 'documentation']","['US']",5.3,735,4.174,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1765","Outlaw King","MOVIE",2018,"R",121,"['action', 'drama', 'history', 'war']","['US', 'GB']",6.9,70822,24.14,6.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"1766","Destination Wedding","MOVIE",2018,"R",90,"['drama', 'romance', 'comedy']","['US']",6,29546,19.069,5.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1772","Bird Box","MOVIE",2018,"R",124,"['thriller', 'drama', 'scifi', 'horror']","['US']",6.6,331070,47.18,6.9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1773","The Babysitter","MOVIE",2017,"R",85,"['comedy', 'horror']","['US']",6.4,86953,52.287,6.102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1779","The Package","MOVIE",2018,"R",94,"['comedy', 'drama', 'thriller']","['US']",5.5,17858,20.72,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1780","Replicas","MOVIE",2018,"PG-13",94,"['scifi', 'thriller', 'drama']","['PR', 'US', 'GB', 'CN']",5.5,37340,27.644,6.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1781","Cam","MOVIE",2018,"",95,"['thriller', 'horror', 'drama']","['US']",5.9,31542,12.204,5.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1788","Level 16","MOVIE",2018,"",102,"['scifi', 'thriller', 'drama', 'european']","['CA']",6,11823,69.48,6.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1789","Abducted in Plain Sight","MOVIE",2018,"",91,"['crime', 'documentation', 'thriller', 'drama']","['US']",6.8,18165,9.689,6.4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1790","The Meyerowitz Stories (New and Selected)","MOVIE",2017,"",112,"['comedy', 'drama']","['US']",6.9,48223,12.045,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1792","I Don't Feel at Home in This World Anymore","MOVIE",2017,"",93,"['drama', 'thriller', 'crime', 'comedy', 'european']","['US']",6.9,55549,12.544,6.5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1793","Step Sisters","MOVIE",2018,"PG-13",104,"['comedy']","['US']",5.4,4496,9.814,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1795","The Shack","MOVIE",2017,"PG-13",132,"['drama', 'fantasy']","['US']",6.2,35748,110.758,7.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1797","Calibre","MOVIE",2018,"",101,"['thriller', 'drama']","['GB']",6.8,28788,9.761,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1798","Apostle","MOVIE",2018,"R",130,"['thriller', 'drama', 'horror', 'fantasy']","['US', 'GB']",6.3,51890,14.414,6.1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"1799","Beirut","MOVIE",2018,"R",110,"['thriller', 'drama', 'action', 'crime']","['US']",6.4,22065,10.945,6.3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1800","To All the Boys I've Loved Before","MOVIE",2018,"PG-13",100,"['comedy', 'romance', 'drama']","['US']",7.1,101175,83.421,7.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1805","Mirai","MOVIE",2018,"PG",94,"['fantasy', 'animation', 'drama', 'family']","['JP']",7,14983,52.562,7.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1807","Bāhubali 2: The Conclusion","MOVIE",2017,"",168,"['fantasy', 'drama', 'action']","['IN']",8.2,94421,38.877,7.3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1808","Berlin Syndrome","MOVIE",2017,"R",116,"['horror', 'thriller', 'drama']","['AU']",6.2,25149,15.339,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1809","Icarus","MOVIE",2017,"",121,"['documentation', 'thriller', 'sport']","['US']",7.9,49269,9.623,7.7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1812","The Kindergarten Teacher","MOVIE",2018,"R",96,"['drama', 'thriller', 'european']","['US']",6.7,15974,15.809,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1814","1922","MOVIE",2017,"",101,"['horror', 'drama', 'documentation', 'crime', 'thriller']","['US']",6.2,62508,17.275,5.9,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1815","Veronica","MOVIE",2017,"R",105,"['horror']","['ES']",6.2,41284,55.175,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1816","Little Italy","MOVIE",2018,"R",102,"['romance', 'comedy']","['CA', 'US']",5.7,14829,15.703,6.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1817","Hold the Dark","MOVIE",2018,"",126,"['thriller', 'crime', 'horror', 'action', 'drama']","['US']",5.6,36928,16.591,5.318,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1818","Mute","MOVIE",2018,"R",126,"['scifi', 'thriller', 'drama']","['GB', 'DE']",5.4,35158,15.734,5.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1819","The Perfection","MOVIE",2018,"",90,"['horror', 'thriller', 'drama', 'music']","['US']",6.1,42403,12.684,6.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1820","Red Joan","MOVIE",2018,"R",101,"['thriller', 'history', 'romance', 'drama']","['GB']",6.4,12452,13.425,6.7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"1821","Bright","MOVIE",2017,"R",117,"['fantasy', 'thriller', 'scifi', 'crime', 'action']","['US']",6.3,185996,36.593,6.2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"1824","Kodachrome","MOVIE",2017,"",105,"['drama', 'comedy', 'european']","['US']",6.8,16821,8.641,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1825","The Discovery","MOVIE",2017,"",102,"['scifi', 'thriller', 'romance', 'drama']","['US']",6.2,34092,11.237,6.3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1828","Extinction","MOVIE",2018,"R",96,"['scifi', 'thriller', 'action', 'drama']","['US']",5.8,52635,28.029,6.009,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"1829","The Book of Henry","MOVIE",2017,"PG-13",106,"['drama', 'thriller', 'crime']","['US']",6.5,27262,17.456,7.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1830","Creep 2","MOVIE",2017,"R",80,"['thriller', 'horror', 'crime', 'drama']","['US']",6.4,25671,14.489,6.322,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1831","Speed Kills","MOVIE",2018,"R",102,"['thriller', 'crime', 'drama', 'action']","['US', 'PR']",4.2,3244,14.407,5.6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1832","Black Mirror: Bandersnatch","MOVIE",2018,"R",90,"['drama', 'thriller', 'scifi', 'fantasy']","['GB', 'US']",7.1,125229,17.397,6.8,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"1833","The Night Comes for Us","MOVIE",2018,"R",121,"['action', 'thriller', 'crime']","['ID']",6.9,25839,12.473,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1834","Cargo","MOVIE",2017,"",105,"['drama', 'thriller', 'scifi', 'horror']","['AU']",6.3,43232,18.142,6.4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1836","When We First Met","MOVIE",2018,"PG-13",97,"['fantasy', 'comedy', 'romance']","['US']",6.4,48885,15.879,6.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1838","Mudbound","MOVIE",2017,"R",135,"['drama', 'war']","['US']",7.4,47676,9.749,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1840","Anon","MOVIE",2018,"R",100,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']","['US', 'GB']",6.1,42608,21.915,5.919,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"1843","Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton","MOVIE",2017,"",94,"['documentation', 'comedy']","['CA', 'US']",7.6,25948,10.704,7.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1844","A-X-L","MOVIE",2018,"PG-13",98,"['scifi', 'thriller', 'action', 'drama', 'family']","['US']",5.3,11920,32.431,6.3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"1845","Hell Fest","MOVIE",2018,"R",88,"['horror', 'thriller']","['US']",5.5,16976,15.417,5.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1847","Malevolent","MOVIE",2018,"",89,"['horror', 'thriller']","['GB']",4.8,13772,8.289,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1854","Happy as Lazzaro","MOVIE",2018,"PG-13",125,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",7.5,18006,8.295,7.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1858","Everybody Knows","MOVIE",2018,"R",132,"['drama', 'thriller', 'crime', 'european']","['IT', 'ES', 'FR']",6.9,34365,11.374,6.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1863","22 July","MOVIE",2018,"R",143,"['thriller', 'crime', 'drama', 'history', 'european']","['US', 'IS', 'NO']",6.8,33609,33.575,7.2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"1864","Falls Around Her","MOVIE",2018,"",100,"['drama', 'music', 'thriller']","['CA']",6.3,127,1.339,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1867","Sand Castle","MOVIE",2017,"",113,"['war', 'action', 'drama']","['IQ', 'GB']",6.3,23158,27.077,6.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"1870","Buster's Mal Heart","MOVIE",2017,"",96,"['drama', 'thriller', 'crime']","['US']",6.2,10490,6.82,6.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1872","On Body and Soul","MOVIE",2017,"",116,"['drama', 'romance', 'fantasy']","['HU']",7.5,27504,7.285,7.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"1873","Ben Is Back","MOVIE",2018,"R",103,"['drama', 'european']","['US']",6.7,21735,12.478,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1876","Private Life","MOVIE",2018,"R",123,"['comedy', 'drama']","['US']",7.2,19023,7.974,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1877","Mirage","MOVIE",2018,"R",129,"['fantasy', 'thriller', 'drama', 'romance', 'european']","['ES']",7.4,54188,19.839,7.5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"1878","Ravenous","MOVIE",2017,"",103,"['drama', 'scifi', 'horror', 'thriller', 'action']","['CA']",5.8,9205,10.328,5.8,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"1879","RBG","MOVIE",2018,"PG",98,"['documentation']","['US']",7.6,14182,8.258,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1880","An Evening with Beverly Luff Linn","MOVIE",2018,"R",108,"['crime', 'comedy']","['GB', 'US']",5.8,5457,5.109,5.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1882","Mary Magdalene","MOVIE",2018,"R",120,"['drama', 'history']","['US', 'AU', 'GB']",5.9,10364,54.725,6.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1885","Dumplin'","MOVIE",2018,"PG-13",110,"['comedy', 'drama']","['US']",6.5,33689,11.4,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1886","Tau","MOVIE",2018,"R",97,"['scifi', 'thriller', 'horror']","['US']",5.8,31218,10.801,6.2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1888","Skins","MOVIE",2017,"",78,"['drama', 'comedy', 'fantasy', 'european']","['ES']",6.1,5892,14.034,6.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1890","Duck Butter","MOVIE",2018,"",94,"['comedy', 'drama', 'romance']","['US']",5.2,3978,10.766,5.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1892","The Zookeeper's Wife","MOVIE",2017,"PG-13",126,"['war', 'drama', 'history']","['CZ', 'GB', 'US']",7,43091,23.231,7.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"1893","Game Over, Man!","MOVIE",2018,"R",100,"['comedy', 'action']","['US']",5.4,30218,14.358,5.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1895","Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life","MOVIE",2018,"",74,"['comedy']","['US']",7.1,2616,3.734,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
