"","title","type","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"1529","Old Money","SHOW",2015,"TV-MA",47,"['comedy', 'drama', 'european']","['AT']",1,7.3,503,2.488,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1530","Coach Snoop","SHOW",2016,"TV-MA",29,"['documentation']","['US']",2,6.7,590,2.881,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1531","Stories by Rabindranath Tagore","SHOW",2015,"TV-PG",43,"['drama']","['IN']",1,8.7,1323,3.572,8.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1535","Три кота","SHOW",2015,"TV-Y",5,"['animation', 'scifi', 'comedy', 'family']","['RU']",3,7,101,0.662,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"1537","The Governor","SHOW",2016,"TV-14",45,"['drama']","['NG']",1,7.3,103,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1540","LEGO Friends: The Power of Friendship","SHOW",2016,"TV-Y",23,"['animation']","['US']",2,6.7,54,7.272,7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1546","One More Time","SHOW",2016,"TV-14",31,"['scifi', 'drama', 'fantasy']","['KR']",1,6.8,582,3.778,7.2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1559","Unchained fate","SHOW",2016,"TV-14",40,"['scifi', 'drama']","['MY']",1,NA,NA,0.855,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1565","Luna Petunia","SHOW",2016,"TV-Y",24,"['animation', 'family', 'fantasy']","['CA']",3,6.3,57,1.722,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"1571","Fearless","SHOW",2016,"",42,"['documentation', 'reality']","['US']",2,7,304,3.34,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1574","Bottersnikes & Gumbles","SHOW",2016,"TV-Y7",13,"['action', 'family', 'animation', 'comedy']","['GB', 'AU', 'US']",4,5.2,48,1.49,7.3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"1578","My Sunshine","SHOW",2015,"TV-PG",45,"['drama', 'romance']","['CN']",1,6.5,195,6.79,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1601","Spark","SHOW",2016,"TV-14",14,"['drama']","['KR']",5,7,63,1.4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1604","Love Storm","SHOW",2016,"TV-14",87,"['family']","['TW']",1,5.5,326,2.334,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1606","Close Your Eyes Before It's Dark","SHOW",2016,"TV-14",84,"['thriller', 'crime', 'drama']","['TW']",1,7,229,2.265,6.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1607","Best Lover","SHOW",2016,"TV-14",45,"['drama', 'romance']","['CN']",1,6.8,82,3.482,9.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1613","Miss in Kiss","SHOW",2016,"TV-14",27,"['comedy', 'drama']","['TW']",1,7.7,98,2.05,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1615","Have You Ever Fallen in Love, Miss Jiang?","SHOW",2016,"TV-14",85,"['drama']","['TW']",1,NA,NA,1.365,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1640","Secret of Success","SHOW",2015,"TV-14",41,"['drama']","['MY']",1,NA,NA,0.846,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1652","The Creative Indians","SHOW",2016,"TV-MA",29,"['documentation']","['US']",4,8.3,45,0.6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1655","Back to 1989","SHOW",2016,"TV-14",44,"['scifi', 'drama']","['TW']",1,8,115,0.688,8.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1661","The Dream Job","SHOW",2016,"TV-14",44,"['drama', 'family']","['SG']",1,6.1,14,0.6,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1663","Tariqi: My Way","SHOW",2015,"TV-14",41,"['drama', 'music']","['US']",1,7.1,148,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1664","Mind Game","SHOW",2015,"TV-14",44,"['action', 'crime', 'drama']","['US', 'JP']",1,7.5,12,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1671","Bibik Bibikku","SHOW",2016,"TV-PG",40,"['drama', 'comedy']","['MY']",1,NA,NA,1.674,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1677","Derry Girls","SHOW",2018,"TV-MA",27,"['comedy']","['GB']",3,8.4,34026,16.567,8.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1678","The Sinner","SHOW",2017,"TV-MA",45,"['crime', 'drama', 'thriller']","['US']",4,7.9,118746,51.938,7.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1680","Ozark","SHOW",2017,"TV-MA",60,"['drama', 'crime', 'thriller']","['US']",4,8.5,300454,146.805,8.245,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1682","Dark","SHOW",2017,"TV-MA",56,"['scifi', 'crime', 'drama', 'thriller']","['DE']",3,8.7,363469,164.601,8.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1685","Legacies","SHOW",2018,"TV-14",41,"['drama', 'scifi', 'fantasy', 'horror']","['US']",4,7.2,30634,230.337,8.5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1686","Manifest","SHOW",2018,"TV-14",42,"['drama', 'thriller', 'scifi']","['US']",4,7.1,53185,145.572,7.7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1687","Riverdale","SHOW",2017,"TV-14",42,"['crime', 'drama', 'thriller', 'romance']","['US']",6,6.6,141250,341.862,8.531,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1691","Cobra Kai","SHOW",2018,"TV-14",31,"['action', 'drama', 'sport', 'comedy']","['US']",5,8.5,166830,331.306,8.167,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1693","Mindhunter","SHOW",2017,"TV-MA",53,"['drama', 'crime', 'thriller']","['US']",2,8.6,261429,37.904,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1695","Money Heist","SHOW",2017,"TV-MA",49,"['thriller', 'action', 'crime', 'drama', 'european']","['ES']",5,8.2,461688,1.4,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1696","All American","SHOW",2018,"TV-14",42,"['drama', 'sport']","['US']",5,7.6,9704,33.102,8.272,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1697","You","SHOW",2018,"TV-MA",47,"['crime', 'drama', 'thriller', 'romance']","['US']",3,7.7,230119,85.558,8.1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1700","Lost in Space","SHOW",2018,"TV-PG",49,"['drama', 'scifi', 'action', 'thriller', 'family']","['US']",3,7.3,98084,55.052,7.654,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"1701","Bodyguard","SHOW",2018,"TV-MA",60,"['war', 'drama', 'thriller', 'crime', 'european']","['GB']",2,8.1,118124,19.085,7.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"1702","Rise of the Teenage Mutant Ninja Turtles","SHOW",2018,"TV-Y7",17,"['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']","['US']",2,4.9,3153,17.577,6.4,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"1703","American Vandal","SHOW",2017,"TV-MA",33,"['crime', 'comedy', 'drama']","['US']",2,8.1,30399,17.642,7.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","Godless","SHOW",2017,"TV-MA",65,"['drama', 'western', 'documentation', 'action', 'crime']","['US']",1,7.6,27,16.273,7.754,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1705","Somebody Feed Phil","SHOW",2018,"TV-14",52,"['documentation']","['US']",5,8.2,4850,9.24,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1706","Manhunt","SHOW",2017,"TV-14",43,"['crime', 'drama', 'thriller']","['US']",2,8.1,58120,18.55,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1707","The Haunting of Hill House","SHOW",2018,"TV-MA",58,"['thriller', 'drama', 'horror']","['US']",1,8.6,231950,50.336,8.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1710","Babylon Berlin","SHOW",2017,"TV-MA",49,"['drama', 'thriller', 'crime', 'history', 'european']","['DE']",4,8.4,23638,33.053,7.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"1711","Altered Carbon","SHOW",2018,"TV-MA",52,"['scifi', 'thriller', 'action', 'drama']","['US']",2,7.9,164872,52.901,7.8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"1712","Castlevania","SHOW",2017,"TV-MA",26,"['animation', 'drama', 'fantasy', 'horror', 'action']","['US']",4,8.3,62722,50.499,8.3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"1713","Dirty John","SHOW",2018,"TV-MA",44,"['crime', 'drama']","['US']",2,7.2,21280,15.079,7.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1715","Dynasty","SHOW",2017,"TV-14",42,"['drama']","['US']",5,7.2,21637,49.457,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","Good Girls","SHOW",2018,"TV-14",42,"['drama', 'crime', 'comedy']","['US']",4,7.7,50919,33.403,8.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718","HAPPY!","SHOW",2017,"TV-MA",43,"['scifi', 'action', 'comedy', 'crime', 'fantasy', 'thriller']","['US']",2,8.1,38172,13.215,7.5,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"1719","Wet Hot American Summer: Ten Years Later","SHOW",2017,"TV-MA",27,"['comedy']","['US']",1,6.9,8639,8.032,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","Workin' Moms","SHOW",2017,"TV-MA",23,"['comedy', 'drama']","['CA']",6,7.7,16488,23.833,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1721","Maniac","SHOW",2018,"TV-MA",39,"['scifi', 'comedy', 'drama']","['US']",1,7.7,77069,14.064,7.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1722","Wild Wild Country","SHOW",2018,"TV-MA",67,"['crime', 'documentation']","['US']",1,8.1,29939,9.646,7.95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1724","Anne with an E","SHOW",2017,"TV-G",46,"['drama', 'family']","['CA']",3,8.7,52756,150.37,8.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1726","The End of the F***ing World","SHOW",2017,"TV-MA",21,"['drama', 'comedy', 'romance', 'thriller', 'crime']","['GB']",2,8.1,182217,50.694,8.2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1727","Trolls: The Beat Goes On!","SHOW",2018,"TV-G",20,"['comedy', 'animation', 'family', 'fantasy', 'romance']","['US']",8,5.8,806,21.406,8.6,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"1728","Atypical","SHOW",2017,"TV-14",31,"['comedy', 'drama']","['US']",4,8.3,81643,37.513,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1730","A Series of Unfortunate Events","SHOW",2017,"TV-PG",47,"['drama', 'action', 'comedy', 'family']","['US']",3,7.8,59959,55.144,7.345,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1731","Charmed","SHOW",2018,"TV-14",40,"['drama', 'scifi', 'fantasy']","['US']",4,4.6,16533,92.694,7.427,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1734","Alias Grace","SHOW",2017,"TV-MA",44,"['drama', 'crime', 'history', 'thriller']","['CA']",1,7.7,32177,13.586,7.3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"1735","Cold Case Files","SHOW",2017,"TV-14",42,"['crime', 'documentation']","['US']",2,7.9,1292,2.879,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736","One Day at a Time","SHOW",2017,"TV-PG",28,"['comedy', 'drama']","['US']",4,8.1,16167,17.017,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1739","The Bureau of Magical Things","SHOW",2018,"TV-G",24,"['scifi', 'family', 'fantasy', 'drama']","['AU']",2,6.7,2152,20.189,7.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1740","Santa Clarita Diet","SHOW",2017,"TV-MA",29,"['comedy', 'horror']","['US']",3,7.8,66326,19.982,7.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","Safe","SHOW",2018,"TV-MA",45,"['drama', 'thriller', 'crime', 'european']","['GB']",1,7.2,42239,9.531,6.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1742","Stranger","SHOW",2017,"TV-MA",64,"['crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy']","['KR']",2,8.5,8066,25.007,8.5,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"1747","Cocomelon","SHOW",2018,"TV-PG",6,"['animation', 'comedy', 'family']","['US', 'GB']",4,4.7,570,3.372,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"1752","Disenchantment","SHOW",2018,"TV-14",28,"['scifi', 'comedy', 'fantasy', 'animation', 'action']","['US']",4,7.2,59907,49.462,7.561,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"1753","Big Mouth","SHOW",2017,"TV-MA",27,"['comedy', 'animation', 'romance']","['US']",6,7.9,76088,61.436,7.9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1755","Knightfall","SHOW",2017,"TV-14",44,"['action', 'drama', 'history']","['US']",2,6.7,20112,28.09,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1756","GLOW","SHOW",2017,"TV-MA",34,"['drama', 'comedy', 'sport', 'reality']","['US']",4,8,45533,17.486,7.4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1758","Oats Studios","SHOW",2017,"TV-MA",12,"['scifi', 'horror']","['US']",1,6.4,1512,8.612,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1760","Watership Down","SHOW",2018,"TV-PG",50,"['animation', 'family', 'fantasy', 'action', 'drama']","['GB']",1,7.2,6175,10,6.9,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"1762","BAKI","SHOW",2018,"TV-MA",24,"['drama', 'animation', 'action', 'crime', 'sport']","['JP']",3,6.7,6041,207.49,8.1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
"1767","The Kominsky Method","SHOW",2018,"TV-MA",26,"['drama', 'comedy']","['US']",3,8.2,38900,18.106,7.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1768","Black Spot","SHOW",2017,"TV-MA",55,"['drama', 'crime', 'thriller', 'horror', 'european']","['BE', 'FR']",2,7.4,11068,17.457,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1769","Elite","SHOW",2018,"TV-MA",48,"['thriller', 'drama', 'crime']","['ES']",5,7.4,75337,224.739,8.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1770","The Keepers","SHOW",2017,"TV-MA",56,"['documentation', 'thriller', 'crime', 'action', 'drama']","['US']",1,8.2,14,8.556,7.5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1771","13 Reasons Why","SHOW",2017,"TV-MA",58,"['drama', 'thriller']","['US']",4,7.5,286015,80.574,7.748,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1774","Imposters","SHOW",2017,"TV-14",43,"['drama', 'thriller', 'comedy', 'crime']","['US']",2,7.8,13529,17.273,7.3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1775","Teasing Master Takagi-san","SHOW",2018,"TV-PG",24,"['animation', 'romance', 'comedy']","['JP']",3,7.7,2153,49.106,8.274,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"1776","Narcos: Mexico","SHOW",2018,"TV-MA",58,"['drama', 'crime']","['US']",3,8.4,82042,92.102,7.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1777","Black Lightning","SHOW",2018,"TV-14",41,"['action', 'scifi', 'drama']","['US']",4,6.1,24646,45.271,7.2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1778","Salt Fat Acid Heat","SHOW",2018,"",43,"['documentation']","['US']",1,7.7,2447,4.037,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1782","Mystery Science Theater 3000","SHOW",2017,"TV-14",86,"['scifi', 'comedy', 'drama', 'horror', 'thriller']","['US']",2,8.1,3656,3.279,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1783","Deadwind","SHOW",2018,"TV-MA",46,"['crime', 'drama', 'thriller']","['FI']",3,7.2,9068,18.234,6.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1784","Seven Seconds","SHOW",2018,"TV-MA",62,"['crime', 'drama']","['US']",1,7.7,15323,9.766,7.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1785","Queer Eye","SHOW",2018,"TV-14",47,"['reality']","['US']",6,8.5,18710,15.751,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1786","Violet Evergarden","SHOW",2018,"TV-14",25,"['animation', 'scifi', 'drama', 'fantasy', 'romance']","['JP']",1,8.4,20919,43.782,8.674,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"1787","Rascal Does Not Dream of Bunny Girl Senpai","SHOW",2018,"TV-14",25,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']","['JP']",1,8.1,11117,61.635,8.8,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"1791","James Acaster: Repertoire","SHOW",2018,"TV-14",52,"['comedy']","['GB']",1,8.4,3686,2.462,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1794","Devilman Crybaby","SHOW",2018,"TV-MA",25,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']","['JP']",1,7.6,19465,37.228,7.887,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"1796","Hilda","SHOW",2018,"TV-Y7",25,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']","['GB']",2,8.5,10283,18.535,8.3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
"1801","Collateral","SHOW",2018,"TV-MA",57,"['thriller', 'drama', 'crime']","['GB']",1,6.7,17774,23.364,6.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1802","Cells at Work!","SHOW",2018,"TV-14",23,"['comedy', 'animation', 'action', 'fantasy']","['JP']",2,7.5,2270,16.706,8.3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"1803","My Little Pony: Equestria Girls","SHOW",2017,"TV-Y",22,"['animation', 'comedy', 'family', 'fantasy']","['US']",1,6.5,661,11.9,8.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"1804","The Dragon Prince","SHOW",2018,"TV-Y7",27,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']","['US']",3,8.4,22187,31.275,8.3,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
"1806","Rust Valley Restorers","SHOW",2018,"TV-14",50,"['documentation']","['CA']",4,7.7,2848,12.127,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1810","Five Came Back","SHOW",2017,"TV-MA",65,"['war', 'documentation', 'history']","['US']",1,8.3,4671,5.86,7.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1811","She-Ra and the Princesses of Power","SHOW",2018,"TV-Y7",24,"['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']","['US']",5,7.8,15584,26.73,8.8,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"1813","Chilling Adventures of Sabrina","SHOW",2018,"TV-14",57,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']","['US']",4,7.4,91958,80.61,8.306,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"1822","Evil Genius","SHOW",2018,"TV-MA",48,"['documentation', 'crime']","['US']",1,7.5,27987,9.635,7.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1823","Everything Sucks!","SHOW",2018,"TV-14",24,"['drama', 'comedy']","['US']",1,7.5,18621,17.251,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1826","Nightflyers","SHOW",2018,"TV-MA",44,"['scifi', 'thriller', 'drama', 'horror']","['US']",1,5.8,13222,10.291,5.6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1827","Dark Tourist","SHOW",2018,"TV-MA",41,"['action', 'documentation']","['NZ']",1,7.5,7233,6.668,6.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1835","Pine Gap","SHOW",2018,"TV-MA",56,"['drama', 'thriller']","['AU']",1,7.1,5007,10.479,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1837","Dear White People","SHOW",2017,"TV-MA",30,"['comedy', 'drama']","['US']",4,6.1,25232,16.376,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1839","Troy: Fall of a City","SHOW",2018,"TV-MA",58,"['action', 'war', 'fantasy', 'romance']","['GB']",1,3.9,13815,12.655,6.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
"1841","The Forest","SHOW",2017,"TV-MA",52,"['drama', 'crime', 'thriller', 'european']","['FR']",1,7.2,10234,18.051,7.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1842","Cable Girls","SHOW",2017,"TV-MA",46,"['drama', 'history', 'european']","['ES']",5,7.6,13855,44.083,7.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1846","Aggretsuko","SHOW",2018,"TV-14",17,"['animation', 'comedy', 'romance', 'drama', 'music']","['JP']",4,8,6195,13.244,7.2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"1848","Jack Whitehall: Travels with My Father","SHOW",2017,"TV-MA",48,"['reality', 'documentation', 'comedy', 'european']","['GB']",5,7.6,5482,5.014,7.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1849","Two Sentence Horror Stories","SHOW",2017,"TV-14",22,"['drama', 'horror', 'thriller']","['US']",4,5.5,1900,8.441,5.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1850","Dirty Money","SHOW",2018,"TV-14",63,"['documentation', 'crime']","['US']",2,8.1,9159,11.301,7.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1851","Requiem","SHOW",2018,"TV-MA",58,"['drama', 'animation', 'fantasy', 'thriller']","['GB']",1,6.4,6553,11.958,6.6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"1852","The Rain","SHOW",2018,"TV-MA",43,"['scifi', 'thriller', 'drama']","['DK']",3,7.3,616,98.788,7.415,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1853","Sunderland 'Til I Die","SHOW",2018,"TV-MA",41,"['documentation', 'sport']","['GB']",2,8.1,8113,5.099,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1855","Nailed It!","SHOW",2018,"TV-PG",33,"['reality', 'comedy']","['US']",6,7.4,4742,8.521,7.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1856","My Mister","SHOW",2018,"TV-14",70,"['drama', 'family']","['KR']",1,9.1,6043,13.025,8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1857","Bakugan: Battle Planet","SHOW",2018,"TV-Y7",20,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']","['JP']",4,4.9,225,14.694,6.8,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"1859","Dave Chappelle","SHOW",2017,"",66,"['comedy', 'documentation']","['US']",1,8.7,2798,4.516,7.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860","Damnation","SHOW",2017,"TV-MA",43,"['western', 'crime', 'drama']","['US']",1,7.6,8313,9.193,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1861","Innocent","SHOW",2017,"TV-14",51,"['drama', 'thriller', 'crime']","['TR']",1,8.4,17727,7.297,8.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1862","Great News","SHOW",2017,"TV-PG",21,"['comedy']","['US']",2,7,6810,8.665,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1865","Better Than Us","SHOW",2018,"TV-MA",52,"['scifi', 'drama']","['RU']",2,7.3,8792,14.306,7.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1866","Insatiable","SHOW",2018,"TV-MA",46,"['drama', 'comedy', 'thriller']","['US']",2,6.5,28006,81.348,7.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1868","Zoids Wild","SHOW",2018,"TV-Y7",21,"['action', 'comedy', 'animation', 'scifi']","['JP']",1,6.2,27,11.922,NA,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"1869","Explained","SHOW",2018,"TV-MA",21,"['documentation']","['US']",3,8,9079,11.637,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1871","The Toys That Made Us","SHOW",2017,"TV-14",45,"['documentation', 'comedy', 'history']","['US']",3,8,5651,5.924,7.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
